id,feature1,feature2,feature3,label
879,95.0824,0.711524,269,0
880,85.3066,0.321013,362,1
881,21.0866,0.649935,454,1
882,50.1911,0.476321,163,1
883,14.6227,0.961105,131,1
884,56.2458,0.82228,147,1
885,81.0708,0.1831,364,0
886,17.1771,0.075125,216,1
887,16.0065,0.990161,172,1
888,81.8102,0.04793,236,0
889,7.9973,0.477692,185,0
890,91.698,0.646916,493,0
891,37.961,0.733627,76,1
892,51.9014,0.893676,358,0
893,58.5082,0.487153,194,0
894,52.9058,0.621631,344,0
895,97.2873,0.131886,153,0
896,71.5936,0.978172,35,1
897,59.7249,0.488123,44,1
898,23.4968,0.83114,149,0
899,96.0939,0.149806,171,0
900,52.7026,0.5056,155,1
901,11.0259,0.69841,478,1
902,46.3313,0.862379,146,0
903,38.2919,0.565112,274,1
904,34.6362,0.973107,95,1
905,42.5385,0.923607,64,1
906,98.7377,0.803564,273,0
907,94.8951,0.148012,25,0
908,69.459,0.636397,378,0
909,9.1819,0.526495,341,1
910,49.5455,0.739288,246,1
911,37.1709,0.421252,1,0
912,74.9645,0.797651,165,0
913,88.4108,0.745416,402,0
914,49.1818,0.989422,98,0
915,20.4607,0.735968,457,1
916,81.4954,0.172743,155,0
917,19.0239,0.299615,246,0
918,64.7978,0.229478,268,1
919,0.8864,0.527573,87,0
920,69.9001,0.767163,199,0
921,57.5546,0.463569,447,0
922,98.1769,0.751976,43,1
923,32.3755,0.517467,155,0
924,50.5629,0.634874,120,1
925,0.3143,0.50777,436,0
926,50.6223,0.309911,411,1
927,32.6827,0.019662,413,1
928,72.1764,0.028862,335,0
929,81.953,0.058696,408,1
930,69.5574,0.875927,220,1
931,78.175,0.809202,30,0
932,67.5798,0.335895,264,1
933,99.8786,0.252892,250,1
934,76.3166,0.236216,222,0
935,6.1444,0.545685,393,0
936,6.3681,0.189391,20,1
937,59.4051,0.66115,479,0
938,40.3867,0.556003,499,0
939,60.5282,0.482258,322,1
940,98.9627,0.583864,341,0
941,8.3722,0.849598,299,0
942,28.151,0.523354,64,0
943,31.701,0.190116,369,0
944,45.4189,0.413827,473,1
945,29.6578,0.63186,418,1
946,84.2291,0.852613,478,0
947,9.6775,0.23837,46,1
948,70.5716,0.844803,317,1
949,40.0158,0.688156,380,0
950,93.5459,0.574997,297,0
951,82.0973,0.974628,150,1
952,10.2732,0.93696,449,1
953,94.0721,0.360765,249,0
954,70.4271,0.584221,500,0
955,92.4333,0.78312,353,1
956,68.0552,0.690195,154,0
957,64.6118,0.65454,372,0
958,89.0771,0.504845,375,1
959,32.7784,0.966449,289,0
960,65.9249,0.610415,199,0
961,96.1003,0.749727,460,1
962,92.8832,0.799558,199,0
963,0.297,0.566369,379,1
964,16.0658,0.80415,471,0
965,85.0642,0.263008,113,0
966,15.927,0.340236,308,1
967,70.8521,0.703383,330,0
968,45.21,0.419075,112,1
969,26.2588,0.060031,344,0
970,92.0351,0.926841,493,1
971,43.5222,0.426816,352,0
972,5.3899,0.855072,497,1
973,32.3756,0.566527,102,0
974,11.5039,0.386453,79,0
975,58.3921,0.140841,156,0
976,24.2234,0.818825,138,0
977,79.4754,0.429476,498,0
978,77.5787,0.981353,467,0
979,66.5875,0.398476,375,0
980,23.7049,0.572124,132,0
981,91.9763,0.125552,241,0
982,34.094,0.832912,381,0
983,42.9069,0.95731,53,1
984,39.7671,0.585061,409,1
985,13.2408,0.53546,420,0
986,70.4278,0.246345,141,1
987,11.7005,0.708847,119,0
988,30.677,0.162195,359,1
989,90.4423,0.640043,326,1
990,26.5682,0.428657,137,0
991,44.7617,0.505423,60,1
992,61.6085,0.21194,310,1
993,97.0911,0.157737,25,0
994,21.8914,0.010752,207,0
995,49.1536,0.538504,72,0
996,5.0762,0.115034,235,1
997,74.9284,0.726851,14,0
998,52.8254,0.408902,286,1
999,20.4656,0.574396,396,1
1000,31.8812,0.192381,374,0
