sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,failure
158.6582,-6.9756,39.3844,3.63,60.9635,192.0094,23.5368,11.9408,9.8427,38.7886,63.3326,32.5486,13.6948,5.7005,48.0879,194.4826,32.8814,59.1463,26.9042,85.7975,185.7638,-30.5097,8.1595,10.5033,40.6577,0
221.6466,-4.9238,31.023,6.8789,41.4915,209.4922,18.5586,12.4593,4.9035,3.267,71.7125,28.7511,8.4381,3.7946,21.1644,189.7611,25.3263,65.5203,47.7828,8.9671,181.9118,38.9269,7.0414,12.1568,99.3547,0
209.2386,34.1472,38.065,10.7756,68.4662,137.295,41.4167,14.7152,8.1202,39.0843,42.2739,30.196,5.1467,10.1237,9.7688,205.0611,49.4016,57.6201,30.6612,13.4442,216.1557,-9.8727,12.0873,9.8885,87.7815,0
204.3764,-3.1554,39.0105,14.1951,59.5058,170.2336,35.8074,10.4015,9.8197,85.5903,29.606,32.2292,10.0148,7.3895,33.2954,193.9066,-22.2006,83.5538,39.8646,17.3042,204.7593,26.9582,13.9322,10.7401,2.9043,0
183.2075,41.79,30.9768,9.1052,14.9252,218.7401,36.6947,4.7996,11.9559,1.6386,17.9711,33.7245,11.5312,10.7276,20.4473,207.6409,31.4324,46.4608,38.0346,88.3098,188.3399,-3.743,10.2275,8.6301,91.7344,0
190.4322,-23.955,20.1564,14.149,66.2739,244.3447,9.1696,12.6942,10.8763,54.1624,57.6174,26.6747,8.1449,6.2049,17.0245,251.4877,-43.5911,28.0179,17.4252,58.4933,188.7764,25.8249,7.2616,9.5442,50.7133,0
222.5481,44.7154,13.2128,10.3843,50.7275,188.1356,32.4673,11.4581,10.7997,53.0916,52.397,47.9004,11.2081,13.783,28.3313,217.4284,-45.0003,26.8694,34.6499,85.5058,198.2335,36.2954,5.407,10.442,79.7938,0
177.1926,8.7757,23.5226,8.3286,42.2085,160.1065,18.6832,11.1542,9.1322,10.2024,79.9531,13.7846,9.9777,7.7257,22.8902,193.2764,-47.8536,54.3304,34.7464,17.6148,180.356,-23.9327,5.8842,12.1355,95.8114,0
179.7099,24.0038,44.9451,10.0354,62.3871,196.2613,5.6341,12.2878,13.5195,51.8565,52.0572,20.5821,8.7035,9.9192,32.4397,229.9023,11.385,75.7254,18.8866,61.2077,198.6921,37.4956,11.6856,14.2159,49.6835,0
224.8361,13.4661,23.1361,11.8473,85.2408,191.1253,37.9913,12.6869,16.2076,47.4165,57.5747,39.551,11.778,12.5677,38.3824,181.7164,-41.6285,64.5756,43.0304,57.2705,215.4075,-21.4162,9.2446,16.1389,95.505,0
229.5196,-28.1634,36.0805,12.1381,45.4008,170.9904,17.6844,11.3119,9.6769,40.8606,41.4715,26.9767,5.6337,10.8499,28.9881,180.593,-24.0791,59.4646,20.7884,9.7096,169.8025,-29.5237,13.4235,12.724,76.0283,0
194.7475,35.0991,87.2407,9.5041,41.5901,250.5833,84.7878,14.6747,13.1496,78.2111,43.6869,89.1305,13.516,6.8383,55.3927,185.5547,4.344,62.5988,74.5475,0.8436,201.2323,-17.3283,8.5588,9.0229,30.9304,1
196.3937,-36.6435,30.2729,9.8876,65.1093,261.8426,42.1487,8.2184,7.7832,83.1908,36.8928,34.9357,2.496,8.4184,22.5639,234.1922,27.5071,31.844,24.1992,29.6194,206.2384,-31.9707,6.348,6.9588,43.6119,0
216.9903,-19.4362,77.8903,12.2583,54.7993,147.5923,71.4512,13.7005,13.1714,93.7661,22.864,66.7149,10.867,9.027,82.0743,175.2145,32.5382,18.2001,57.5938,27.7685,195.0755,-33.9116,8.7411,9.5358,54.9553,1
186.215,37.5183,73.1835,10.2896,50.4823,201.7057,98.4503,10.238,9.953,19.3392,31.3281,75.613,9.8113,8.1958,68.4482,209.6288,2.946,60.1417,69.1495,55.3151,132.0234,-33.8161,5.2411,12.6974,17.0916,1
201.1692,-4.8898,25.716,6.8807,46.6184,202.7588,2.077,11.1746,8.5394,55.581,63.0565,20.4371,13.5095,7.2048,36.002,186.3918,31.4557,49.6626,15.7581,63.5,257.3402,41.3051,4.8331,10.0014,17.7033,0
148.7209,-25.2168,0.5642,7.4985,59.5959,196.7309,19.0551,5.4503,10.6485,60.8774,60.2246,16.1673,9.099,12.7346,27.9715,218.9573,22.8323,72.6157,11.3631,76.4254,206.8191,44.0975,17.353,10.9188,48.2278,0
181.6249,12.915,19.7971,7.2833,,228.8451,42.0051,7.7863,13.5296,26.6401,62.8988,20.2535,7.6779,7.1042,34.2035,165.5955,-38.9331,54.3426,9.4712,64.3252,228.6362,4.1018,8.6657,14.2045,17.8195,0
255.6343,-34.9325,28.6948,7.7741,59.1146,176.1713,36.9936,12.8915,15.3241,57.4746,45.4736,37.2558,7.0112,7.3063,35.5382,188.7076,-17.385,39.9691,15.1471,0.9032,176.2979,-36.3496,10.8645,10.4128,26.8117,0
195.114,26.4832,16.3581,12.1045,64.8579,212.4026,19.8561,7.6562,6.481,59.5289,42.7201,26.0655,7.9194,7.5134,43.3444,172.3916,-42.4732,43.4003,37.0245,84.698,148.9459,-38.7455,7.5925,10.5853,45.8336,0
183.2513,8.1525,40.0795,10.5118,43.3453,206.1202,15.3804,9.7503,12.6029,79.2335,32.6799,13.2488,11.8966,8.1233,40.8737,250.1184,48.6585,60.6301,40.2195,39.6708,189.9052,-43.8793,13.9442,11.0087,53.4641,0
184.0759,2.0083,30.0501,9.9018,41.2735,191.3635,28.2428,9.2494,5.5795,54.0857,52.4447,18.7544,8.0893,12.4765,12.8609,221.804,48.4248,58.5652,48.0019,78.8303,261.4367,41.5199,11.9848,10.6071,67.9657,0
201.8707,9.2174,17.8285,12.7562,35.2207,278.3343,33.4169,8.4395,11.9494,55.7958,55.7813,42.0296,4.4048,8.5122,42.7406,198.102,6.9482,26.2238,32.4208,1.9506,224.9642,-8.5555,12.2951,9.5008,11.2999,0
193.7501,-7.2273,34.6989,9.0101,61.1276,187.5703,36.2518,9.6909,9.263,48.3948,47.4853,44.7298,8.9224,15.0018,20.4508,182.1392,-46.1381,59.0178,31.0513,91.0161,185.2787,11.1282,6.852,11.3345,31.5426,0
230.905,-31.92,55.5422,7.9135,41.4806,170.904,16.765,9.3193,10.2716,49.8904,35.6633,39.6352,8.9382,7.5576,16.6827,176.6674,-17.3742,54.8894,22.2133,22.5224,256.4752,46.9449,10.2168,8.8697,21.8161,0
247.118,32.8899,33.2987,9.3966,32.68,227.084,56.1622,7.7149,14.3391,47.2301,59.8764,19.1727,6.7241,8.2927,31.6026,205.216,4.5578,31.5932,23.9828,67.5107,221.6912,5.4144,11.8941,13.4956,30.5274,0
173.0506,-18.7372,45.5917,3.1336,72.993,191.4971,33.7029,12.4808,11.1026,5.2225,62.3229,33.01,12.7317,11.8004,25.2282,231.717,26.4686,44.862,35.189,43.836,151.3368,23.2249,9.1057,14.0349,46.1244,0
234.3015,-19.972,35.3606,6.3339,42.0929,262.5952,33.1339,12.5856,6.301,22.2246,51.3585,31.0055,11.2245,11.0699,12.1819,202.8043,41.8444,71.522,27.0266,47.4434,203.6634,3.4948,13.0111,15.9172,6.8317,0
166.2034,-49.0357,31.7148,11.4944,35.8253,217.5395,32.9109,7.5878,10.8655,32.6715,71.7037,21.3695,4.6012,10.5915,24.4627,198.9667,6.4525,34.7592,36.2264,29.2537,223.9562,23.5221,7.4282,7.2598,16.2585,0
210.3162,8.885,39.4868,11.0317,34.1427,224.2657,7.6394,7.1254,7.8095,97.1669,38.4673,17.8768,7.5058,11.1493,12.2322,228.1725,5.4104,61.9797,16.9416,23.3953,182.7307,43.1124,9.5415,8.2656,70.4272,0
169.27,40.4602,37.8443,11.2052,60.994,248.0259,22.0969,8.5276,14.7816,90.0944,46.7983,14.3401,6.4384,11.4611,45.9956,160.9259,38.9833,46.5448,19.2402,51.9899,246.5031,34.2587,8.3406,11.5834,44.1107,0
205.2929,23.1128,10.1962,5.9458,64.6765,152.8295,25.4439,13.5634,5.8071,45.1853,24.8847,40.6591,10.2416,7.7876,25.0913,266.7589,31.0885,42.6458,32.2651,49.634,180.4195,37.3849,7.0425,9.5682,52.337,0
193.6054,-29.008,60.9008,4.9911,49.5629,209.3512,77.7161,10.2335,18.7678,49.1684,44.7506,97.0041,4.4383,7.1026,92.6209,207.579,15.6691,60.8656,64.1531,84.5923,216.2956,7.7092,7.18,8.8353,86.1443,1
212.3391,8.5201,33.8362,15.2071,56.1952,177.1429,10.0023,9.8557,10.0957,74.9002,33.2378,26.1443,8.2741,9.7208,27.8637,199.4632,-25.8869,42.3577,60.2106,53.2638,204.9591,35.2831,12.5594,9.7542,64.6318,0
234.8042,-45.7737,43.2827,13.4409,56.6959,217.3895,7.4408,9.8185,9.1323,32.774,42.7536,48.0981,10.3072,11.098,19.7437,238.636,28.7018,38.9687,38.3801,91.5013,240.4032,0.9657,12.1838,6.848,20.8986,0
177.2247,11.8682,25.2309,5.9612,90.6113,187.3593,36.9244,7.3302,4.9877,45.0363,77.8157,16.0737,5.1659,10.9502,21.977,180.8178,-15.3283,50.7643,37.9912,39.2887,214.7584,17.8843,11.5521,10.4255,50.8058,0
166.9749,35.526,31.1517,6.9827,45.6476,197.9029,30.8057,12.1519,8.7111,52.124,49.8263,34.5249,9.1333,7.0312,35.5121,203.0768,49.9176,70.1926,24.6151,20.4738,145.9752,41.9046,8.7777,8.0129,97.5313,0
212.6814,-46.2527,22.6663,6.7005,51.9184,199.5185,37.8147,12.4452,3.8305,50.911,66.4023,17.9737,6.6428,6.4768,34.2593,164.6798,29.4247,40.4336,16.0258,4.4904,182.1041,-0.4703,9.6795,15.03,91.7443,0
167.7904,-49.6406,16.8386,11.6426,65.7983,192.7022,46.2906,7.7191,10.6729,31.9901,67.9287,42.1547,12.4992,5.5314,5.3482,185.1477,-36.4215,19.9258,37.2344,2.1273,253.2285,45.9856,8.9094,15.2677,75.7559,0
195.0604,32.0761,33.2816,4.9557,,193.0469,37.715,6.3523,9.9111,6.5006,34.5118,26.1133,9.8754,2.3349,31.5096,221.5795,-9.5297,23.198,37.0403,9.4293,191.6976,12.2689,5.996,15.6059,19.3001,0
248.0111,37.3348,37.5626,9.631,57.8726,217.4663,31.7003,10.7383,9.6712,17.0386,71.828,42.9978,7.4611,9.545,18.8884,196.4669,25.7962,50.432,47.22,68.9467,215.9888,33.8866,9.4639,13.8337,15.9561,0
211.043,14.3247,7.4476,13.2067,56.2896,234.6142,39.8996,13.0784,13.9401,54.3986,29.1356,19.7885,5.1073,10.7853,53.9018,193.5792,7.4336,52.6633,34.3462,49.6009,194.9729,-21.0387,11.5966,9.4061,64.5686,0
262.7618,-8.0784,47.5507,13.5325,55.2139,227.5537,13.3598,11.9061,10.7405,14.9309,66.6181,27.4965,8.2799,11.5747,27.239,239.3322,27.9433,54.4151,39.721,13.5542,180.7205,7.1241,12.4916,17.1443,58.3392,0
160.1083,-46.9975,77.9858,11.847,56.3424,223.1162,50.1982,13.2929,10.5427,61.5336,50.0659,72.3463,8.3087,10.5323,84.6514,223.6959,-11.9325,,54.2541,65.5086,196.3528,-0.4386,10.2654,10.62,82.3627,1
245.6213,24.3482,20.2716,12.892,-3.0563,227.0865,48.9077,13.3158,9.246,0.6289,50.1605,33.9885,15.55,9.2411,30.6011,175.0562,28.6518,53.3891,36.1241,64.7946,227.3356,-28.5326,10.2653,5.7113,14.1916,0
173.64,43.6519,28.052,6.0603,61.9198,151.9449,22.5304,10.3023,8.4795,18.2632,43.1239,26.7752,11.0651,12.9935,23.7034,229.5417,31.8341,57.9882,61.5166,13.3937,212.0263,44.8019,11.3188,7.4963,54.005,0
213.8026,7.4972,76.091,15.7452,73.8984,211.5642,72.9493,11.2767,6.4833,40.4603,45.4628,88.3215,6.9786,9.3075,64.5229,204.1776,37.8808,46.4288,70.3661,46.3609,265.5116,0.02,9.9641,9.6008,2.3636,1
232.8714,-6.1678,11.9375,3.1398,52.9795,204.9005,24.0012,15.6097,12.1926,4.3612,61.7674,28.333,4.9183,14.688,21.645,218.8265,10.7929,46.4354,35.525,32.6035,214.3175,-26.9539,6.5318,9.1018,27.0419,0
217.0502,-27.5999,31.7088,13.0106,46.6814,218.1779,47.5516,11.1058,10.0677,16.65,14.5926,31.4843,10.3061,10.4124,30.5365,199.0593,-29.1863,52.6647,30.8589,51.8997,200.2087,21.4317,12.4914,8.1783,11.123,0
212.6656,1.6158,59.3796,7.7321,55.464,210.4337,75.647,9.3805,15.6149,38.4483,41.833,62.127,6.001,12.2528,83.9465,245.1849,8.1972,40.0237,77.3533,74.0013,152.1935,11.7776,7.1393,12.4215,73.3055,1
273.4922,44.2803,27.9635,12.5272,35.9545,198.8682,38.984,16.4256,12.1174,81.5936,27.3239,28.2794,10.0091,11.5084,48.6973,232.5373,45.3092,75.5444,44.0995,31.8341,179.9738,-13.062,6.748,9.7969,75.923,0
235.3276,-19.0954,37.6566,9.6694,51.3467,196.1861,23.0778,12.0129,10.2104,2.9971,65.4442,45.3805,8.5732,9.9905,45.8498,182.9633,-6.8058,21.3174,33.9341,13.7948,203.4482,38.1235,9.0097,4.622,70.634,0
229.9312,42.0651,37.7681,7.9319,35.2637,208.4257,-1.3251,13.7329,15.0901,14.0738,44.2843,29.9771,9.7984,12.651,35.662,216.2489,41.2743,54.5699,39.7035,95.1035,217.1858,-48.2603,19.7634,9.5103,9.4701,0
216.9918,45.0418,19.7831,9.1405,36.2717,134.7386,15.4092,6.1958,12.7292,1.7899,47.7994,34.6111,9.0735,13.2873,32.6548,204.7165,-7.3529,,33.5846,8.5253,166.2241,-4.1719,8.6243,14.7267,74.5638,0
208.9011,48.3609,43.6407,13.5037,37.4887,212.3139,42.3697,13.0961,9.6637,37.4261,68.4171,11.9162,12.1488,10.8829,51.7563,251.4556,25.3919,29.0423,25.0937,30.5462,121.2569,-32.2296,11.9902,12.5435,98.7576,0
182.7368,-47.4847,51.3225,8.0561,,181.271,10.2042,10.0242,8.5716,73.1889,42.7748,35.2102,11.767,7.0681,25.4981,169.2379,-33.0923,50.8543,30.8606,12.6218,150.1325,-4.1153,12.8722,9.1206,98.6866,0
226.8545,-11.2573,14.6759,7.2428,68.7061,209.093,35.1851,17.469,9.226,62.1401,79.3342,29.6741,4.4791,12.1061,27.9434,241.6184,-2.6695,39.6908,16.5621,63.9112,194.7219,47.4967,10.6251,12.7784,50.0599,0
222.6499,-19.8663,35.3622,11.7412,54.8617,176.1857,25.5969,12.9276,9.7965,15.236,35.4081,48.1369,12.7544,7.9108,33.7528,197.9239,-14.3083,35.9592,44.9391,65.9925,270.0767,-22.3588,8.8574,15.422,76.6415,0
191.3583,-30.4435,63.7051,6.4911,44.2469,244.5866,75.2355,10.2218,12.1324,67.7168,20.0369,74.9444,11.6673,5.4841,67.0684,195.7338,30.1371,65.2745,74.5565,86.6171,257.7215,31.6559,10.6661,11.8983,16.0998,1
199.1602,-18.8998,24.6212,7.9803,61.6249,255.1357,38.9426,12.0592,8.1494,52.7893,,48.3738,13.3146,8.8294,45.6752,228.6527,37.2295,60.0632,29.3641,6.2482,195.5371,-5.3278,8.659,11.9738,91.2419,0
163.0428,-41.0535,71.1574,16.9876,64.8658,183.4067,78.5322,10.9555,8.1635,58.9694,26.8677,69.032,7.4616,10.2706,70.3779,179.6968,42.7313,39.1431,89.1048,61.6839,183.2178,25.1256,13.3884,11.1229,9.8522,1
224.0664,32.1476,15.9114,8.6446,,225.1548,35.9253,11.3995,8.0286,53.0109,54.0794,56.8739,10.9619,5.7929,23.5671,218.9872,-49.6537,34.4247,10.1224,71.5059,210.1343,-3.2052,11.3363,9.5236,2.749,0
231.7845,47.5948,40.6623,13.583,76.2292,228.974,18.9948,12.2759,9.8258,49.041,54.3822,40.3381,10.477,13.2325,9.0782,229.0871,39.967,,34.5103,67.3736,163.9677,21.6318,8.1347,12.0803,86.7132,0
243.3629,16.913,31.61,8.5618,75.8642,255.1577,8.3051,12.9299,14.7656,39.0703,,46.2851,9.8289,10.3199,14.8578,213.304,16.6382,,22.3687,80.0847,188.366,-6.3069,7.4345,9.1715,84.9704,0
179.0383,-13.5323,29.7787,3.8529,39.3223,244.0435,43.4693,4.5991,11.3247,0.4412,36.6816,32.309,12.795,17.4075,26.1102,169.5914,39.2788,29.4075,40.8483,69.4838,161.9395,12.0003,12.6187,7.056,28.8558,0
178.8357,-48.9781,29.8197,14.1961,37.2109,220.0929,9.5086,9.1242,11.9763,14.736,65.3782,35.9093,6.4053,14.0914,18.6888,190.8022,-20.9198,50.6899,47.8053,93.5718,214.1801,4.9951,8.3398,12.2177,82.0185,0
214.7624,-22.3863,20.6969,10.0195,22.258,203.2864,19.1508,8.3912,12.5487,24.6782,46.6558,29.074,3.3524,12.8873,39.6977,229.0578,-0.7321,57.5599,40.7067,76.5077,229.9739,-0.2249,12.3182,11.6503,15.4764,0
167.4533,31.2098,14.3651,7.9083,52.5554,230.0527,47.3367,5.4912,11.9467,99.0775,35.2094,36.2315,11.7822,12.1918,27.3641,202.5355,-29.6426,36.1527,32.5607,80.5509,201.0138,49.4908,6.5672,10.057,72.266,0
165.638,-1.3324,26.9771,12.0231,,212.7424,41.9245,12.4913,4.8192,50.3255,40.8316,31.9315,13.6707,11.1879,19.817,244.7422,-10.5573,81.5268,27.0173,18.5936,174.7801,-45.4307,9.7425,8.0266,1.0286,0
211.4015,-12.2753,33.6637,13.2971,55.1846,182.4249,19.8236,14.1076,12.9712,41.7569,46.8645,23.3119,8.7241,5.2791,26.5189,221.0805,-9.3563,32.4041,39.2115,91.8523,204.4244,2.3316,6.4527,12.8097,17.6365,0
209.7999,-24.0292,9.571,9.611,52.7917,226.0484,12.1893,6.1122,10.6342,74.2204,36.2578,50.804,7.9118,10.9977,37.8204,201.0864,15.6238,26.6816,36.0313,50.0192,226.019,-16.0999,7.6125,9.9053,7.6974,0
232.1097,-47.2379,37.1683,6.7964,54.3315,218.6918,11.2953,13.2891,8.0404,5.9636,52.8172,36.3531,9.4134,14.0473,42.2809,229.0344,15.1249,25.7723,5.2549,10.6608,150.9171,-33.5618,10.3231,8.2729,88.3041,0
186.1513,-9.5852,52.1813,9.2733,48.7314,225.1047,37.6453,8.1992,9.0308,85.6478,59.2924,31.3982,3.4646,13.965,16.2316,184.1608,-40.4345,47.7118,47.9877,26.8638,205.0394,4.6367,9.0671,12.2227,88.3538,0
175.8344,42.1591,31.6996,8.8477,25.4586,217.4454,43.9244,7.0522,12.322,19.8285,45.5178,33.8955,8.3564,12.5278,24.1753,202.4021,30.834,57.2515,27.6745,97.8888,231.9607,41.588,12.1261,10.0712,56.2822,0
201.0414,-43.9134,19.3669,13.0422,35.8906,226.5073,29.1079,9.3341,7.9986,60.4711,35.9178,-5.2093,6.2599,10.1586,51.7553,233.0977,-38.2127,47.2882,33.0638,97.494,170.7019,-37.4561,8.771,7.164,39.5133,0
213.2482,-32.8355,39.9267,7.1132,69.7747,194.3029,28.1506,14.9661,9.441,72.2786,48.3142,20.2613,9.2738,14.9815,30.3492,250.1703,34.6488,,29.2074,4.4595,247.4271,-39.6717,10.3053,15.604,59.5022,0
185.5478,27.1647,47.1194,7.0566,58.1659,185.0671,39.0984,10.4722,9.2849,22.5171,48.2506,25.4487,11.5976,10.0933,31.3252,213.9397,-45.9263,62.2683,48.0226,34.4052,169.7377,47.3425,14.7159,14.0804,22.6242,0
177.3859,39.7462,46.8123,10.4584,65.1079,163.7677,24.8455,9.3074,8.0709,19.3641,53.1414,36.6823,11.7622,7.5682,36.5661,227.058,-49.2758,35.7951,46.3171,53.8366,190.6103,33.1653,8.7878,11.2061,9.0466,0
151.3266,-44.2468,33.7608,5.084,67.2576,177.3816,7.8385,5.1286,11.6508,49.6413,57.5489,19.7553,10.3052,8.7734,35.1146,224.5687,9.5298,41.8102,20.1811,90.1687,169.9768,-15.8102,11.3557,9.8803,13.2439,0
219.2188,-1.8382,33.9789,10.3404,65.0852,214.7132,22.4099,8.1417,14.0475,50.8696,49.9177,35.5915,13.8684,7.3961,39.7563,179.914,-5.1431,69.2483,32.5829,15.8339,198.0995,-23.142,6.3025,11.6801,19.1052,0
183.1061,-43.7205,21.39,4.4534,45.073,221.7167,28.7587,8.3846,8.7695,23.7763,46.5219,17.123,9.6461,12.8954,23.3772,221.4802,47.3825,62.9259,28.6923,15.3325,140.6037,-40.6576,5.4806,8.6791,25.4372,0
169.8736,29.1217,55.0605,5.8779,36.7925,187.841,44.2021,6.8154,10.1474,63.4047,53.2796,37.7865,10.1784,11.8236,17.0273,179.5415,-14.571,46.1937,27.2289,34.0293,190.6993,46.0035,5.6586,9.0294,33.3544,0
261.4356,28.4388,28.6337,6.3272,11.1135,179.2555,24.4746,12.9052,10.4384,78.8536,,23.7803,6.9818,9.8498,41.2227,228.173,-33.1718,55.4218,50.4313,87.4896,199.0082,8.5602,8.7777,10.8625,18.3567,0
215.4063,25.4982,19.0523,9.4191,63.9995,187.6378,31.5672,1.0116,6.403,18.8703,56.1927,42.6689,7.056,16.0997,45.6219,206.0016,-22.6473,39.1432,15.5706,78.8061,182.0747,10.5485,8.3131,7.5136,83.1475,0
220.0924,-23.7724,39.0447,11.3397,38.0022,227.6382,27.3733,10.383,11.0473,83.5954,60.8125,31.0245,14.3725,12.2235,37.2898,210.6858,-12.9264,44.0954,25.6094,29.7879,187.5438,9.1886,10.2893,9.7611,4.6777,0
202.1783,43.1764,38.5818,12.715,,175.4617,37.1337,14.4184,7.6949,83.0953,79.9627,26.2986,8.3696,11.333,1.9561,188.5696,-48.9677,51.2603,37.3383,27.1377,247.3579,15.9035,13.0109,12.8033,20.5586,0
164.9596,-30.1773,28.3951,10.2533,40.9336,183.5589,40.693,11.7718,11.3045,9.9142,57.6093,37.9943,8.5466,11.7112,25.9748,214.6444,39.476,65.2305,17.6054,91.8586,204.5872,-46.8354,11.294,8.4086,25.1008,0
193.5091,-22.2557,27.4465,8.9744,52.4697,180.7212,42.1209,0.1306,13.8089,83.5893,42.7416,24.8485,9.4135,11.8135,37.2885,183.358,-28.0807,50.8127,25.2153,49.621,205.3407,28.0905,12.7093,11.011,38.8721,0
166.1031,7.0273,37.2177,9.9709,52.0496,171.4681,33.5501,15.695,12.5071,4.1462,64.55,36.7253,13.1976,9.7622,20.6061,152.1202,-49.6787,15.7832,19.1164,88.5636,199.853,-1.8291,11.7418,9.3556,39.0815,0
182.6511,-48.3997,44.443,11.1783,31.0968,177.1427,28.0388,7.7042,11.1275,84.643,48.9827,20.0281,2.7866,12.0657,20.4562,196.5966,-4.2964,36.7258,40.5958,45.1372,165.8261,37.847,5.1811,9.8752,46.7354,0
230.9954,-11.2301,31.5445,13.7898,55.4554,197.5378,16.5842,4.779,12.4741,51.7529,57.541,34.1212,10.2205,3.478,37.9698,228.7859,-48.8907,75.0275,20.6018,64.9812,240.0026,33.7628,8.1367,11.6415,23.6188,0
205.7653,39.9425,27.8963,10.3136,61.2155,168.1288,36.5153,10.7262,12.9255,64.4612,65.125,31.7029,8.0931,4.0237,50.3109,247.829,-31.6964,24.9624,42.6564,91.1225,167.5164,11.4308,5.952,10.435,64.7043,0
167.3788,-28.197,31.1234,5.5032,66.1979,209.7862,33.4467,12.9831,8.1489,69.6376,75.8713,39.623,7.3879,6.9889,31.4004,198.6712,49.4257,36.9711,47.7179,30.2683,206.1359,-36.195,12.1857,5.9299,5.8683,0
152.653,26.4842,22.3588,7.0814,45.7539,229.3458,32.2193,10.4122,10.9832,6.9728,16.1193,15.5658,10.4124,9.6855,37.8334,251.0085,8.1354,29.2878,29.0651,67.2904,166.0109,-34.0262,8.4871,11.2644,70.2428,0
211.8734,26.9464,31.239,7.8349,47.3493,132.4349,8.1956,8.8213,9.1663,40.5225,60.9358,48.7497,10.9005,6.1605,20.0687,159.0073,-41.2902,15.4079,39.827,98.9567,193.3025,10.1504,12.4255,10.2952,77.5087,0
193.9051,-11.9619,31.3694,11.7782,68.7815,198.2422,30.2825,9.782,14.0958,16.2406,53.7363,56.3162,9.8859,7.5816,34.9651,146.5993,19.7375,40.3516,9.0825,7.5345,197.6874,-2.8524,8.5587,10.2024,63.4018,0
197.555,-22.8921,31.0404,11.4522,20.506,189.627,31.4648,3.2482,13.4711,25.2598,63.1088,45.4612,7.9068,13.5564,19.8346,201.3576,43.9482,50.4499,33.02,59.9077,206.609,-34.3924,9.3978,9.3522,87.9836,0
162.7717,1.7581,28.7642,16.1312,27.2093,209.2324,35.7657,13.6644,16.2503,55.0268,53.6262,7.4855,11.463,7.7712,46.6527,185.4612,-48.0759,30.2797,29.2419,33.8879,160.5531,-3.3073,8.2945,9.8099,53.9837,0
211.7143,9.2336,42.361,12.6337,55.8014,185.717,18.2123,10.5191,10.7746,13.3469,,30.3038,7.6567,7.6597,15.7245,159.2087,49.4265,35.4816,8.0577,28.0611,210.6867,-11.8515,15.3015,7.4938,33.4008,0
165.0639,32.132,28.704,10.0315,48.8807,175.0041,20.7642,6.2626,8.6885,37.3935,70.9604,35.177,10.1517,16.7232,16.5166,178.0815,-31.736,52.9221,18.9303,81.6362,187.0038,20.4216,10.0014,12.9171,76.1045,0
221.79,-12.4567,70.9048,13.4245,68.9266,227.114,77.4438,8.9947,7.0087,50.1232,34.198,72.7985,5.1967,15.2977,63.6257,127.8744,37.3704,45.7715,95.2845,51.0021,216.8757,21.685,12.2292,6.6364,51.7771,1
210.5169,21.23,-8.0029,15.9365,50.5049,208.3389,19.0069,11.9127,11.2666,40.7753,10.7547,40.8893,12.8753,6.847,24.3581,253.2322,40.5079,33.4288,38.7793,60.4832,207.2074,-11.3048,11.5575,12.6634,61.9883,0
189.8973,-4.6295,76.9362,13.6071,41.7082,222.7799,68.9198,16.5355,9.3933,94.7983,68.83,93.3029,4.1206,5.5449,68.3522,193.7738,25.1496,60.035,67.4272,51.4768,191.8534,-31.2709,6.8175,12.7682,30.1108,1
183.9479,2.5192,57.7734,12.201,71.7299,166.3821,36.6146,11.1337,8.0845,76.4436,48.3049,42.1584,9.8287,16.2855,34.6867,197.6422,47.8889,54.6407,36.1172,61.694,192.7973,24.6993,14.8506,12.1842,74.1191,0
236.5588,23.1089,10.6267,8.0655,45.8846,215.5798,51.0185,8.276,10.0465,63.5568,63.517,41.8683,5.8223,8.9233,35.871,174.3887,-34.0231,57.5208,27.6101,90.8591,162.0104,14.8965,16.9613,11.7902,33.6834,0
206.523,7.0228,17.4035,10.3081,56.519,160.2131,28.1958,16.5045,4.5895,56.8385,69.4791,34.5318,3.3325,10.7817,29.585,228.7541,3.3948,48.8901,45.139,24.6005,222.4392,43.5243,7.0848,10.9762,10.0504,0
125.3465,-34.7065,15.5171,10.6058,16.8038,207.7711,6.8507,12.2625,10.0957,93.9377,56.511,34.9233,10.1782,11.1506,36.061,241.4099,-18.4251,67.5083,31.123,49.5868,192.6745,49.0579,9.0872,8.7428,8.6161,0
217.3928,16.3241,36.6036,9.6418,29.4625,160.4383,26.2345,9.3373,11.1024,20.9967,,43.0869,9.4289,11.825,19.0558,296.6102,-22.4938,49.8135,29.9516,27.0934,170.4837,45.8769,11.3607,8.6398,22.5493,0
207.9313,42.3005,43.8,6.9528,38.7297,246.863,13.6106,6.6834,4.3395,68.8061,19.9082,35.1423,9.7963,7.4148,1.2338,218.6887,-15.2887,66.1362,6.1739,3.7039,253.502,31.3943,7.3818,8.9947,0.1456,0
197.5608,30.7761,10.6354,7.5434,75.6984,191.7555,13.6553,8.8951,8.0175,66.6405,66.703,34.0549,9.0475,10.1644,38.9914,201.5998,32.8875,,20.4454,11.723,258.7261,-22.3709,15.043,10.5848,60.4207,0
